car_id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
9323, 3 Series,2019,34790,Automatic,123,Diesel,145,50.4,2.0
9324, X5,2019,63320,Automatic,123,Diesel,145,33.6,3.0
9325, 4 Series,2019,30766,Automatic,123,Diesel,145,60.1,2.0
9326, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9327, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9328, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9329, 2 Series,2016,11976,Manual,26089,Petrol,30,55.4,1.5
9330, 1 Series,2020,24852,Manual,1510,Petrol,150,41.5,1.5
9331, 3 Series,2017,17832,Semi-Auto,29943,Diesel,30,64.2,2.0
9332, 5 Series,2015,18722,Semi-Auto,30000,Diesel,165,51.4,3.0
9333, X1,2017,20251,Semi-Auto,14598,Diesel,145,60.1,2.0
9334, X5,2019,48440,Automatic,8000,Diesel,145,37.7,3.0
9335, X1,2019,27440,Manual,123,Petrol,145,39.8,1.5
9336, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9337, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9338, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9339, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9340, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9341, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9342, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9343, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9344, 1 Series,2017,15998,Semi-Auto,32317,Diesel,30,65.7,2.0
9345, 3 Series,2015,15698,Semi-Auto,47167,Diesel,125,57.6,3.0
9346, 3 Series,2016,15621,Manual,32927,Diesel,125,60.1,2.0
9347, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9348, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9349, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9350, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9351, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9352, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9353, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9354, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9355, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9356, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9357, 1 Series,2014,11399,Semi-Auto,56926,Diesel,30,64.2,2.0
9358, 1 Series,2016,11010,Manual,32068,Diesel,20,72.4,1.5
9359, 3 Series,2015,15570,Automatic,53669,Diesel,160,51.4,3.0
9360, 1 Series,2016,14497,Manual,9574,Diesel,30,62.8,2.0
9361, 3 Series,2018,18010,Manual,36039,Diesel,145,58.9,2.0
9362, 1 Series,2015,10499,Manual,60000,Diesel,20,70.6,1.5
9363, X3,2019,30200,Semi-Auto,17647,Petrol,145,30.4,2.0
9364, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9365, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9366, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9367, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9368, X1,2019,28180,Automatic,123,Petrol,145,39.8,1.5
9369, X1,2019,28190,Automatic,123,Petrol,145,39.8,1.5
9370, X1,2019,27440,Manual,123,Petrol,145,39.8,1.5
9371, X1,2019,27440,Manual,123,Petrol,145,39.8,1.5
9372, 4 Series,2019,30331,Automatic,123,Petrol,145,48.7,2.0
9373, 4 Series,2019,35045,Automatic,123,Diesel,145,50.4,3.0
9374, 4 Series,2019,29631,Automatic,123,Diesel,145,65.7,2.0
9375, 4 Series,2019,28088,Automatic,123,Petrol,145,48.7,2.0
9376, 5 Series,2020,27090,Semi-Auto,3168,Hybrid,145,49.6,2.0
9377, 4 Series,2019,32810,Automatic,8647,Petrol,145,41.5,3.0
9378, X2,2019,25820,Automatic,6106,Diesel,145,61.4,2.0
9379, X4,2019,41530,Automatic,4000,Diesel,145,37.2,3.0
9380, 2 Series,2019,23489,Automatic,123,Diesel,145,65.7,2.0
9381, X3,2019,32376,Automatic,2489,Diesel,145,54.3,2.0
9382, 5 Series,2019,30890,Automatic,123,Petrol,145,47.9,2.0
9383, 4 Series,2019,29361,Automatic,123,Diesel,145,65.7,2.0
9384, 5 Series,2019,29830,Automatic,123,Petrol,145,50.4,2.0
9385, X1,2019,23991,Manual,4480,Petrol,145,51.4,1.5
9386, 1 Series,2019,24160,Manual,5181,Petrol,145,41.5,1.5
9387, 1 Series,2019,31070,Automatic,6000,Petrol,145,34.5,2.0
9388, 1 Series,2020,29980,Semi-Auto,4362,Diesel,145,48.7,2.0
9389, 4 Series,2016,19742,Semi-Auto,21660,Petrol,160,45.6,2.0
9390, 5 Series,2014,15532,Semi-Auto,36919,Diesel,125,60.1,2.0
9391, X2,2019,25907,Manual,151,Diesel,150,53.3,2.0
9392, 1 Series,2017,22390,Semi-Auto,18511,Petrol,145,39.8,3.0
9393, 5 Series,2015,13980,Semi-Auto,29719,Diesel,20,68.9,2.0
9394, 2 Series,2019,21356,Semi-Auto,15006,Petrol,145,47.9,2.0
9395, 2 Series,2019,21030,Automatic,7738,Diesel,145,49.6,2.0
9396, 3 Series,2019,28820,Manual,123,Diesel,145,56.5,2.0
9397, 2 Series,2019,21858,Manual,123,Diesel,145,61.4,2.0
9398, 1 Series,2017,20481,Manual,25000,Petrol,145,36.2,3.0
9399, 5 Series,2017,25372,Semi-Auto,8500,Diesel,145,60.1,2.0
9400, 4 Series,2020,32148,Semi-Auto,16,Diesel,145,60.1,2.0
9401, 4 Series,2014,14291,Manual,29000,Petrol,200,40.9,2.0
9402, X2,2019,29770,Automatic,123,Diesel,145,48.7,2.0
9403, X2,2019,30571,Automatic,123,Diesel,145,58.9,2.0
9404, 2 Series,2019,23322,Manual,123,Petrol,145,52.3,1.5
9405, 5 Series,2017,20762,Semi-Auto,17590,Diesel,145,68.9,2.0
9406, 1 Series,2019,26720,Manual,3710,Diesel,145,53.3,2.0
9407, 2 Series,2019,25260,Semi-Auto,3697,Petrol,145,48.7,2.0
9408, X3,2019,56240,Automatic,6000,Petrol,145,24.8,3.0
9409, 4 Series,2019,24132,Semi-Auto,4000,Diesel,150,65.7,2.0
9410, 2 Series,2019,23322,Manual,123,Petrol,145,52.3,1.5
9411, 3 Series,2014,14972,Semi-Auto,33287,Diesel,145,55.4,2.0
9412, 4 Series,2019,29361,Automatic,123,Diesel,145,65.7,2.0
9413, 4 Series,2019,29361,Automatic,123,Diesel,145,65.7,2.0
9414, X2,2019,25526,Semi-Auto,5161,Diesel,145,61.4,2.0
9415, 5 Series,2019,37220,Automatic,123,Diesel,145,60.1,3.0
9416, X2,2019,22790,Automatic,8477,Diesel,145,49.6,2.0
9417, 3 Series,2019,34370,Automatic,123,Diesel,145,50.4,2.0
9418, 3 Series,2019,34370,Automatic,123,Diesel,145,50.4,2.0
9419, 1 Series,2019,27860,Automatic,14147,Diesel,145,51.4,2.0
9420, 3 Series,2019,35250,Automatic,123,Diesel,145,47.9,3.0
9421, 2 Series,2019,24269,Automatic,123,Diesel,145,49.6,2.0
9422, 1 Series,2019,27410,Automatic,123,Diesel,145,51.4,2.0
9423, 3 Series,2019,37340,Automatic,123,Diesel,145,47.9,3.0
9424, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9425, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9426, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9427, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9428, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9429, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9430, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9431, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9432, 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2.0
9433, 3 Series,2019,31790,Automatic,123,Petrol,145,42.2,2.0
9434, 4 Series,2016,26442,Semi-Auto,19344,Petrol,235,39.2,3.0
9435, 5 Series,2018,24862,Automatic,10500,Diesel,145,65.7,2.0
9436, 6 Series,2017,24622,Automatic,26000,Diesel,145,49.6,3.0
9437, X4,2019,47480,Automatic,123,Petrol,145,26.9,3.0
9438, X4,2019,47480,Automatic,123,Petrol,145,26.9,3.0
9439, 3 Series,2019,29450,Automatic,123,Diesel,145,54.3,2.0
9440, 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2.0
9441, 1 Series,2019,24142,Semi-Auto,16000,Petrol,145,39.8,3.0
9442, 2 Series,2019,22773,Automatic,123,Diesel,145,49.6,2.0
9443, 3 Series,2019,27900,Manual,123,Diesel,145,61.4,2.0
9444, 3 Series,2019,20966,Automatic,9582,Petrol,145,48.7,2.0
9445, 5 Series,2015,17002,Semi-Auto,29116,Diesel,30,62.8,2.0
9446, M4,2018,38776,Manual,8869,Petrol,145,32.1,3.0
9447, X3,2019,32822,Semi-Auto,4550,Diesel,145,54.3,2.0
9448, 2 Series,2017,22991,Semi-Auto,23730,Petrol,200,39.8,3.0
9449, X1,2019,23516,Automatic,4783,Petrol,145,46.3,1.5
9450, 2 Series,2019,26706,Semi-Auto,49,Diesel,145,57.7,2.0
9451, X3,2019,32226,Automatic,4997,Petrol,145,30.4,2.0
9452, 3 Series,2019,33990,Automatic,5621,Diesel,145,52.3,2.0
9453, 1 Series,2018,17595,Semi-Auto,26268,Petrol,145,47.9,2.0
9454, X1,2016,15500,Semi-Auto,52061,Diesel,30,65.7,2.0
9455, 2 Series,2019,21176,Manual,123,Diesel,145,65.7,2.0
9456, 1 Series,2019,21480,Automatic,123,Diesel,145,67.3,2.0
9457, X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0
9458, X3,2019,38330,Automatic,123,Diesel,145,54.3,2.0
9459, X1,2017,19500,Semi-Auto,20935,Diesel,125,60.1,2.0
9460, 3 Series,2014,17000,Automatic,67455,Diesel,160,50.4,3.0
9461, 1 Series,2016,14500,Manual,21646,Petrol,125,52.3,1.5
9462, 3 Series,2017,22998,Semi-Auto,25585,Diesel,145,51.4,3.0
9463, 1 Series,2017,19498,Manual,25163,Petrol,145,36.2,3.0
9464, 1 Series,2017,21498,Semi-Auto,21564,Petrol,145,39.8,3.0
9465, 3 Series,2016,15998,Semi-Auto,67915,Diesel,160,51.4,3.0
9466, 4 Series,2017,19298,Semi-Auto,27119,Diesel,145,65.7,2.0
9467, X1,2017,20998,Semi-Auto,12624,Diesel,150,57.6,2.0
9468, X1,2016,14998,Semi-Auto,78843,Diesel,150,55.4,2.0
9469, 2 Series,2019,23462,Automatic,123,Diesel,145,67.3,2.0
9470, 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
9471, 2 Series,2019,28861,Automatic,123,Petrol,145,39.8,3.0
9472, 2 Series,2019,22292,Manual,123,Diesel,145,64.2,2.0
9473, 2 Series,2019,22770,Manual,123,Diesel,145,64.2,2.0
9474, 3 Series,2019,32060,Automatic,123,Diesel,145,60.1,2.0
9475, 1 Series,2019,20760,Automatic,123,Petrol,145,48.7,2.0
9476, X5,2019,53150,Automatic,123,Diesel,145,37.7,3.0
9477, 2 Series,2019,23159,Automatic,123,Petrol,145,50.4,1.5
9478, 2 Series,2019,21176,Manual,123,Diesel,145,65.7,2.0
9479, 5 Series,2019,41550,Automatic,123,Petrol,145,39.2,3.0
9480, 2 Series,2019,22291,Manual,123,Diesel,145,64.2,2.0
9481, 2 Series,2019,22770,Manual,123,Diesel,145,64.2,2.0
9482, 2 Series,2019,23966,Automatic,123,Diesel,145,67.3,2.0
9483, 2 Series,2019,23976,Automatic,20,Diesel,145,67.3,2.0
9484, 1 Series,2019,19840,Semi-Auto,5077,Petrol,145,55.5,1.5
9485, X3,2019,33313,Semi-Auto,4999,Diesel,145,54.3,2.0
9486, X5,2019,49403,Semi-Auto,100,Diesel,145,37.7,3.0
9487, 3 Series,2019,40602,Semi-Auto,3980,Petrol,145,34.9,3.0
9488, 1 Series,2017,21498,Semi-Auto,19869,Petrol,150,39.8,3.0
9489, 3 Series,2017,15698,Semi-Auto,21545,Petrol,150,54.3,1.5
9490, 1 Series,2015,10998,Manual,23241,Diesel,0,83.1,1.5
9491, 1 Series,2016,14000,Manual,14574,Diesel,20,70.6,1.5
9492, 4 Series,2017,20320,Automatic,16876,Diesel,125,58.9,2.0
9493, 2 Series,2015,9995,Manual,37500,Diesel,20,68.9,2.0
9494, 5 Series,2017,18491,Semi-Auto,39128,Diesel,125,60.1,2.0
9495, 1 Series,2014,12290,Manual,32014,Diesel,30,65.7,2.0
9496, 3 Series,2017,19192,Semi-Auto,18014,Diesel,150,60.1,2.0
9497, 4 Series,2017,20892,Semi-Auto,18278,Diesel,150,60.1,2.0
9498, 1 Series,2017,21162,Semi-Auto,20508,Petrol,200,39.8,3.0
9499, 3 Series,2019,36531,Semi-Auto,6850,Petrol,145,40.4,2.0
9500, X2,2019,27982,Semi-Auto,4264,Petrol,145,39.2,2.0
9501, 1 Series,2017,20990,Semi-Auto,29934,Petrol,145,39.8,3.0
9502, 3 Series,2016,16990,Semi-Auto,44563,Diesel,125,60.1,2.0
9503, 1 Series,2017,17990,Semi-Auto,25877,Diesel,125,60.1,2.0
9504, 1 Series,2014,9692,Manual,34000,Petrol,125,52.3,1.6
9505, X3,2019,33990,Automatic,1926,Diesel,145,54.3,2.0
9506, 2 Series,2019,27990,Semi-Auto,3736,Diesel,145,48.7,2.0
9507, Z4,2019,31990,Automatic,11223,Petrol,145,37.2,2.0
9508, 4 Series,2013,12982,Semi-Auto,47852,Petrol,145,47.1,2.0
9509, 2 Series,2016,17336,Automatic,23030,Diesel,145,55.4,2.0
9510, 4 Series,2019,26922,Semi-Auto,4068,Diesel,150,65.7,2.0
9511, 3 Series,2015,15552,Semi-Auto,39029,Diesel,125,58.9,2.0
9512, X5,2019,50832,Semi-Auto,100,Diesel,145,37.7,3.0
9513, X1,2017,21312,Automatic,11253,Diesel,125,57.6,2.0
9514, X4,2019,42982,Automatic,9151,Diesel,145,37.2,3.0
9515, X1,2019,26970,Semi-Auto,10730,Diesel,145,50.4,2.0
9516, 4 Series,2016,18512,Semi-Auto,21470,Diesel,30,65.7,2.0
9517, 1 Series,2014,12272,Semi-Auto,31000,Diesel,20,67.3,2.0
9518, 5 Series,2016,15882,Semi-Auto,44000,Diesel,125,60.1,2.0
9519, 2 Series,2014,12302,Manual,31676,Diesel,125,58.9,2.0
9520, X1,2013,8795,Manual,70645,Diesel,165,51.4,2.0
9521, 2 Series,2018,15995,Semi-Auto,21815,Diesel,150,68.9,2.0
9522, 3 Series,2014,16500,Automatic,67455,Diesel,160,50.4,3.0
9523, 2 Series,2016,10465,Manual,16228,Diesel,20,68.9,2.0
9524, 2 Series,2019,18480,Manual,2771,Petrol,145,44.1,1.5
9525, 4 Series,2019,25320,Automatic,5035,Diesel,145,65.7,2.0
9526, 2 Series,2019,24500,Manual,2631,Diesel,145,55.4,2.0
9527, 2 Series,2019,21850,Manual,3000,Petrol,145,51.4,1.5
9528, 4 Series,2019,32991,Semi-Auto,5491,Petrol,145,44.8,2.0
9529, X2,2019,29770,Automatic,123,Diesel,145,48.7,2.0
9530, X2,2019,29374,Automatic,123,Diesel,145,50.4,2.0
9531, X2,2019,30361,Automatic,123,Diesel,145,48.7,2.0
9532, X2,2019,29375,Automatic,123,Diesel,145,50.4,2.0
9533, 3 Series,2019,33610,Automatic,123,Petrol,145,41.5,2.0
9534, X3,2017,20340,Automatic,30443,Diesel,145,54.3,2.0
9535, 3 Series,2018,18300,Automatic,30214,Diesel,145,62.8,2.0
9536, 2 Series,2017,20499,Semi-Auto,14612,Petrol,145,38.2,3.0
9537, X1,2014,11331,Manual,30506,Diesel,160,51.4,2.0
9538, 4 Series,2014,10749,Automatic,70116,Diesel,125,61.4,2.0
9539, 3 Series,2015,13490,Semi-Auto,63981,Diesel,30,64.2,2.0
9540, 5 Series,2015,11895,Semi-Auto,69356,Diesel,20,68.9,2.0
9541, 4 Series,2015,14395,Manual,42745,Diesel,30,62.8,2.0
9542, X1,2016,18795,Automatic,14868,Petrol,160,44.8,2.0
9543, 1 Series,2017,20750,Automatic,18347,Petrol,200,39.8,3.0
9544, 3 Series,2017,16970,Manual,24015,Diesel,125,60.1,2.0
9545, 4 Series,2017,21167,Semi-Auto,19041,Diesel,145,55.4,3.0
9546, 4 Series,2016,17870,Semi-Auto,13298,Petrol,200,42.8,2.0
9547, Z4,2015,14191,Manual,19109,Petrol,200,41.5,2.0
9548, 4 Series,2018,20397,Automatic,11068,Diesel,145,65.7,2.0
9549, X1,2016,17397,Manual,16243,Diesel,125,58.9,2.0
9550, 3 Series,2017,20962,Semi-Auto,30607,Diesel,160,51.4,3.0
9551, 3 Series,2016,20432,Semi-Auto,9939,Diesel,160,51.4,3.0
9552, 2 Series,2017,15552,Semi-Auto,56718,Diesel,145,65.7,2.0
9553, 1 Series,2016,13212,Manual,13778,Petrol,30,56.5,1.5
9554, 3 Series,2019,26832,Semi-Auto,4039,Petrol,145,42.2,2.0
9555, 3 Series,2019,27372,Semi-Auto,6336,Diesel,145,52.3,2.0
9556, 1 Series,2013,12000,Semi-Auto,17988,Petrol,150,48.7,1.6
9557, 1 Series,2016,10990,Manual,51000,Diesel,20,68.9,2.0
9558, 3 Series,2015,13990,Manual,26948,Diesel,30,61.4,2.0
9559, 4 Series,2017,21490,Semi-Auto,48957,Diesel,145,50.4,3.0
9560, 2 Series,2016,12460,Manual,24158,Petrol,30,55.4,1.5
9561, 1 Series,2016,9990,Manual,71603,Diesel,20,70.6,1.5
9562, 1 Series,2018,14390,Manual,12063,Diesel,150,50.4,2.0
9563, 2 Series,2016,18950,Automatic,22537,Petrol,260,37.2,3.0
9564, 4 Series,2014,13130,Automatic,46833,Petrol,145,47.1,2.0
9565, 3 Series,2018,21980,Semi-Auto,9684,Petrol,145,48.7,2.0
9566, 5 Series,2016,15991,Semi-Auto,21476,Diesel,30,62.8,2.0
9567, X3,2016,18991,Semi-Auto,39365,Diesel,145,54.3,2.0
9568, X1,2017,18991,Semi-Auto,29317,Diesel,145,57.6,2.0
9569, 1 Series,2015,14999,Manual,40052,Petrol,300,35.3,3.0
9570, 3 Series,2016,15510,Semi-Auto,40417,Diesel,125,60.1,2.0
9571, 1 Series,2017,22995,Semi-Auto,11950,Petrol,145,39.8,3.0
9572, 3 Series,2018,18995,Semi-Auto,31278,Diesel,145,64.2,2.0
9573, 2 Series,2016,19372,Semi-Auto,27584,Petrol,260,35.8,3.0
9574, 5 Series,2016,15122,Semi-Auto,37390,Diesel,20,68.9,2.0
9575, X3,2016,21856,Semi-Auto,20094,Diesel,145,54.3,2.0
9576, 1 Series,2015,14690,Semi-Auto,23234,Petrol,125,54.3,1.5
9577, X3,2013,13690,Semi-Auto,30400,Diesel,165,50.4,2.0
9578, 3 Series,2015,14490,Semi-Auto,28425,Diesel,125,61.4,2.0
9579, 3 Series,2016,15490,Semi-Auto,38000,Diesel,30,64.2,2.0
9580, 3 Series,2018,19495,Automatic,23830,Diesel,145,60.1,2.0
9581, X1,2016,18995,Automatic,24299,Diesel,145,55.4,2.0
9582, 3 Series,2013,8995,Manual,67000,Diesel,20,68.9,2.0
9583, X1,2017,15732,Manual,23575,Diesel,20,68.9,2.0
9584, 2 Series,2019,21402,Manual,6000,Diesel,150,51.4,2.0
9585, 3 Series,2019,27472,Semi-Auto,8200,Petrol,150,42.2,2.0
9586, X2,2019,26612,Semi-Auto,3000,Petrol,150,38.7,2.0
9587, X5,2019,48090,Automatic,123,Diesel,145,36.7,3.0
9588, X5,2019,48090,Automatic,123,Diesel,145,36.7,3.0
9589, X5,2019,48090,Automatic,123,Diesel,145,36.7,3.0
9590, 1 Series,2014,14112,Semi-Auto,64995,Petrol,235,37.7,3.0
9591, 2 Series,2016,18412,Semi-Auto,22459,Diesel,145,55.4,2.0
9592, 3 Series,2014,13252,Semi-Auto,41692,Diesel,30,62.8,2.0
9593, 5 Series,2017,23920,Automatic,24232,Diesel,145,53.3,3.0
9594, i8,2019,74226,Automatic,10,Hybrid,135,141.2,1.5
9595, 5 Series,2014,12630,Semi-Auto,80826,Diesel,30,62.8,2.0
9596, 4 Series,2018,20462,Manual,24368,Petrol,150,42.8,2.0
9597, X5,2016,32809,Automatic,25898,Diesel,205,47.1,3.0
9598, X6,2018,37900,Semi-Auto,11500,Diesel,150,40.9,3.0
9599, 4 Series,2018,20397,Automatic,12421,Diesel,145,65.7,2.0
9600, 3 Series,2018,20940,Automatic,9200,Petrol,145,48.7,2.0
9601, 2 Series,2018,15297,Automatic,9754,Petrol,145,40.9,1.5
9602, 1 Series,2020,32451,Semi-Auto,206,Diesel,145,48.7,2.0
9603, 4 Series,2020,32748,Semi-Auto,16,Diesel,145,60.1,2.0
9604, 4 Series,2020,35100,Semi-Auto,16,Diesel,145,51.4,3.0
9605, X3,2015,22202,Semi-Auto,15712,Diesel,145,54.3,2.0
9606, 3 Series,2018,22162,Semi-Auto,14344,Diesel,145,64.2,2.0
9607, 4 Series,2019,28532,Semi-Auto,3030,Diesel,145,58.9,2.0
9608, 2 Series,2019,20949,Manual,123,Petrol,145,42.8,1.5
9609, 5 Series,2019,38260,Automatic,123,Diesel,145,60.1,3.0
9610, X2,2019,34368,Automatic,123,Petrol,145,34.0,2.0
9611, X2,2019,34368,Automatic,123,Petrol,145,34.0,2.0
9612, X2,2019,34368,Automatic,123,Petrol,145,34.0,2.0
9613, X1,2019,28560,Manual,123,Diesel,145,68.9,2.0
9614, 2 Series,2019,25671,Automatic,123,Petrol,145,47.9,2.0
9615, 1 Series,2016,18112,Semi-Auto,18457,Diesel,125,60.1,2.0
9616, X6,2018,40092,Semi-Auto,11637,Diesel,145,44.8,3.0
9617, X2,2019,28266,Semi-Auto,2367,Petrol,145,39.2,2.0
9618, 4 Series,2019,32170,Automatic,3000,Petrol,145,41.5,3.0
9619, X1,2019,30850,Semi-Auto,7778,Diesel,145,50.4,2.0
9620, X3,2019,42830,Automatic,8911,Diesel,145,36.7,3.0
9621, 1 Series,2017,19548,Manual,20485,Petrol,145,36.2,3.0
9622, 1 Series,2015,11209,Manual,41372,Diesel,20,72.4,1.5
9623, X2,2019,33520,Semi-Auto,3235,Petrol,145,34.0,2.0
9624, X4,2019,37540,Automatic,4002,Diesel,145,42.8,2.0
9625, 2 Series,2019,23920,Manual,3156,Diesel,145,60.1,2.0
9626, 4 Series,2019,28970,Semi-Auto,5402,Diesel,145,60.1,2.0
9627, 3 Series,2016,16892,Semi-Auto,24435,Diesel,30,64.2,2.0
9628, 4 Series,2019,26352,Semi-Auto,3334,Diesel,145,65.7,2.0
9629, X4,2019,39263,Semi-Auto,6170,Diesel,145,40.9,3.0
9630, 6 Series,2019,34442,Semi-Auto,16935,Diesel,145,47.9,3.0
9631, X1,2017,17491,Manual,25818,Diesel,125,60.1,2.0
9632, 2 Series,2018,17722,Manual,19571,Petrol,145,52.3,1.5
9633, 2 Series,2020,35440,Semi-Auto,600,Petrol,145,36.2,2.0
9634, X2,2019,28955,Semi-Auto,5313,Diesel,145,48.7,2.0
9635, X3,2019,57680,Automatic,1405,Petrol,145,24.8,3.0
9636, X7,2019,67120,Automatic,10,Diesel,145,33.6,3.0
9637, 3 Series,2019,27596,Automatic,12608,Diesel,145,52.3,2.0
9638, 1 Series,2019,24600,Semi-Auto,7072,Petrol,145,40.4,1.5
9639, 3 Series,2019,39600,Automatic,10850,Diesel,145,43.5,3.0
9640, 2 Series,2019,25460,Semi-Auto,5440,Diesel,145,60.1,2.0
9641, 5 Series,2019,36380,Automatic,5799,Diesel,145,53.3,3.0
9642, 3 Series,2019,26580,Semi-Auto,13216,Diesel,145,60.1,2.0
9643, 2 Series,2019,19880,Semi-Auto,7916,Diesel,145,51.4,2.0
9644, 5 Series,2017,16202,Semi-Auto,52590,Diesel,125,60.1,2.0
9645, X1,2017,16514,Automatic,60792,Diesel,145,55.4,2.0
9646, X5,2016,31362,Automatic,34356,Diesel,200,47.1,3.0
9647, X4,2019,42460,Automatic,2188,Petrol,145,26.9,3.0
9648, 5 Series,2019,38050,Semi-Auto,2269,Diesel,145,51.4,3.0
9649, 4 Series,2019,27990,Semi-Auto,1000,Diesel,145,56.5,3.0
9650, X5,2019,49990,Semi-Auto,751,Petrol,145,27.2,3.0
9651, X3,2016,20990,Semi-Auto,32040,Diesel,145,54.3,2.0
9652, 4 Series,2020,30137,Semi-Auto,16,Diesel,150,60.1,2.0
9653, 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2.0
9654, 1 Series,2019,20600,Automatic,143,Diesel,145,70.6,2.0
9655, 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2.0
9656, 2 Series,2019,20638,Manual,123,Diesel,145,51.4,2.0
9657, 2 Series,2019,20638,Manual,123,Diesel,145,51.4,2.0
9658, 2 Series,2019,22773,Automatic,153,Diesel,145,49.6,2.0
9659, X4,2017,22973,Semi-Auto,46363,Diesel,145,54.3,2.0
9660, 5 Series,2017,21995,Automatic,18820,Diesel,145,65.7,2.0
9661, X1,2016,15500,Semi-Auto,52061,Diesel,30,65.7,2.0
9662, 1 Series,2019,25976,Manual,1357,Diesel,145,53.3,2.0
9663, X2,2019,28150,Semi-Auto,6950,Diesel,145,58.9,2.0
9664, X4,2019,37990,Automatic,8526,Diesel,145,40.9,3.0
9665, 2 Series,2019,21600,Semi-Auto,5000,Diesel,145,48.7,2.0
9666, 5 Series,2019,26566,Automatic,6384,Diesel,145,62.8,2.0
9667, 2 Series,2019,21460,Manual,7710,Diesel,145,60.1,2.0
9668, 1 Series,2014,9352,Manual,63669,Diesel,20,68.9,2.0
9669, X7,2019,76970,Semi-Auto,10,Diesel,145,31.4,3.0
9670, 2 Series,2020,23380,Semi-Auto,666,Diesel,145,51.4,2.0
9671, M4,2020,48630,Semi-Auto,99,Petrol,145,34.0,3.0
9672, 4 Series,2018,21792,Automatic,9807,Diesel,145,65.7,2.0
9673, 3 Series,2019,28013,Semi-Auto,7165,Petrol,145,41.5,2.0
9674, X3,2019,34222,Semi-Auto,2973,Petrol,145,30.4,2.0
9675, 2 Series,2019,21990,Semi-Auto,2500,Petrol,145,39.2,1.5
9676, 4 Series,2019,24990,Semi-Auto,1000,Petrol,145,48.7,2.0
9677, X3,2016,18995,Semi-Auto,34274,Diesel,145,54.3,2.0
9678, X3,2017,26692,Automatic,18673,Diesel,145,47.1,3.0
9679, 4 Series,2019,31175,Manual,123,Petrol,145,46.3,2.0
9680, 4 Series,2019,31356,Automatic,123,Petrol,145,48.7,2.0
9681, 1 Series,2017,15500,Manual,53248,Diesel,145,65.7,2.0
9682, 3 Series,2014,18000,Automatic,67455,Diesel,160,50.4,3.0
9683, 1 Series,2016,12965,Automatic,23899,Petrol,30,58.9,1.5
9684, 1 Series,2013,10965,Automatic,37808,Diesel,30,64.2,2.0
9685, 3 Series,2019,19965,Semi-Auto,14153,Diesel,145,64.2,2.0
9686, X1,2016,17498,Manual,19060,Diesel,125,58.9,2.0
9687, X1,2016,17367,Manual,18361,Diesel,125,58.9,2.0
9688, X1,2019,24790,Automatic,3414,Petrol,145,37.7,2.0
9689, 2 Series,2019,24240,Semi-Auto,1415,Diesel,145,49.6,2.0
9690, X3,2015,16680,Semi-Auto,70864,Diesel,150,54.3,2.0
9691, 1 Series,2017,12390,Semi-Auto,42852,Diesel,20,72.4,1.5
9692, 5 Series,2016,14890,Semi-Auto,29840,Diesel,30,65.7,2.0
9693, 1 Series,2019,22990,Manual,5023,Diesel,145,53.3,2.0
